CODE ISIN,Code Maroclear,Info,Société de Gestion,Nature juridique,Classification,Sensibilité,Indice Benchmark,Periodicite VL,Souscripteurs,Affectation des résultats,Commission de souscription, Commission de rachat,Frais de gestion,Dépositaire,Réseau placeur,AN,VL,YTD,1 jour,1 semaine,1 mois,3 mois,6 mois,1 an,2 ans,3 ans,5 ans,Normal
MA0000040396,4039,OBLITOP,WAFA GESTION,FCP,OCT,"]0,5  1,1]",MBI CT,Quotidienne,FGP,Capitalisant,0.01,0.0,0.01,ATTIJARIWAFA BANK ,ATTIJARIWAFA BANK ,10208922328.4,2291.9,0.003731310600951213,6.981594770799011e-05,0.0005588006740534,0.0022521045151416,0.008678889876682418,0.018092813958963568,0.04018880341298486,0.08579171029131004,0.08646083687681018,0.14488525671125863,MBI
MA0000040412,4041,FCP AL IDDIKHAR CHAABI MOUTAWASSIT AL MADA,UPLINE CAPITAL MANAGEMENT,FCP,OMLT,]3  7],30% MBI MT + 70% MBI MLT,Quotidienne,FGP,Mixte,0.03,0.03,0.02,BCP,BANQUE POPULAIRE,772663566.23,218.86,0.009222539887485013,0.0,0.0003199414964121,0.0037607778389287,0.01918599236285743,0.04035746541807296,0.07834055971620026,0.15548281505728323,-,-,MBI
MA0000040420,4042,FCP AL IDDIKHAR CHAABI TAWIL AL MADA,UPLINE CAPITAL MANAGEMENT,FCP,OMLT,]4  8],80%MBI MLT + 20% MBI LT ,Quotidienne,FGP,Mixte,0.03,0.03,0.02,BCP,BANQUE POPULAIRE,4196437.92,221.69,0.004394708227618697,4.51100685672632e-05,0.0005415895653743,0.0016717874570757,0.010852218321097968,0.03351981351981351,0.07050074846685013,0.13136004082674158,-,-,MBI
MA0000040438,4043,FCP AL IDDIKHAR CHAABI KASSIR AL MADA,UPLINE CAPITAL MANAGEMENT,FCP,OMLT,"]1,1   5,1]",MBI ,Quotidienne,FGP,Mixte,0.004,0.002,0.008,BCP,Crédit Populaire du Maroc,222668118.9,201.01,0.0074679230152364705,4.975124378104928e-05,0.0004479394783993,0.0033943992412518,0.014945720777581314,0.03347043701799481,0.06840650579355802,0.11474046140195207,0.11945867676542653,0.19392967450700865,MBI
MA0000040446,4044,CDG CASH,CDG CAPITAL GESTION,FCP,Monétaire,"[0  0,5[",TMP (80%)+MBI (CT) (20%),Quotidienne,FGP,Capitalisant,0.0,0.0,0.006,CDG Capital,CDG CAPITAL GESTION,163472876.32,2222.37,0.010356475524984084,6.750006750010844e-05,0.0004591802282395,0.0017895780742876,0.01657258912969893,0.025982299904435985,0.0459934577459816,0.08222466788733487,0.0933147700829934,0.11986394557823124,MBI+TMP
MA0000040503,4050,FCP CKG BONDS,CDG CAPITAL GESTION,FCP,OMLT,]4   8],MBI MLT,Quotidienne,FGP,Capitalisant,0.03,0.015,0.01,CDG,CDG CAPITAL GESTION; CDG,1337949573.99,2548.14,0.009688194667332286,0.0001687790211601,0.0006715283750191,0.0046325683353112,0.017826970932810195,0.04812557071990918,0.0922722128870751,0.1693650531416928,0.08638132959288504,-,MBI
MA0000040552,4055,UPLINE BONDS,UPLINE CAPITAL MANAGEMENT,FCP,OMLT,"]2,5  6,5]",50% MBI MT + 50% MBI MLT,Quotidienne,FGP,Mixte,0.03,0.03,0.02,BCP,EGAC,1730102.4,0.65,0.015625000000000014,0.0,0.0,0.015625,0.015625000000000014,0.04838709677419359,-,0.10169491525423738,-,-,MBI
MA0000040594,4059,CDG DYNAMIC COURT TERME,CDG CAPITAL GESTION,FCP,OCT,"]0,5  1,1]",MBI CT 80%+MBI MT 20%,Quotidienne,FNPP,Capitalisant,0.03,0.015,0.0055,CDG Capital,CDG CAPITAL GESTION,1144038214.33,1148.9,0.003099489239097378,8.704735376056444e-05,0.0005835067887096,0.0018399183808719,0.007904271464790454,0.018068072059618523,0.04097202087561614,0.07289604422696218,0.09061740583232081,0.1299951806280921,MBI
MA0000040610,4061,FH2 ACTIONS II,CDG CAPITAL GESTION,FCP,Actions ,-,MASI,Quotidienne,FNPP,Mixte,0.03,0.015,0.02,CDG Capital,CDG CAPITAL GESTION,916114363.2,8063.03,0.11224792428520773,-0.0091258883485779,-0.0033337453646477,0.0196828536343849,0.11268690186229119,0.1944079459015058,0.3490659639436148,0.5962539742873998,0.2812085869098882,-,MASI
MA0000040636,4063,CDG MONEY PREMIUM,CDG CAPITAL GESTION,FCP,Monétaire,"Inferieure ou égale à 0,5",60% TMP + 40% MBI CT,Quotidienne,FGP,Capitalisant,0.03,0.015,0.02,CDG Capital,CDG CAPITAL GESTION + CDG CAPITAL+ CDG CAPITAL BOURSE,5747348667.16,1613.2,0.003140254329509035,7.439184665368007e-05,0.0005147701830226,0.0019813541530798,0.00675873861842156,0.014221227476769556,0.03170187320529789,0.06546549719961965,0.08130571754139014,0.12121212121212128,MBI+TMP
MA0000040677,4067,FCP INSTITUTIONS,CDG CAPITAL GESTION,FCP,OCT,"]0,5  1,1]",MBI CT (90%)+MBI MT (10%),Quotidienne,FGP,Capitalisant,0.03,0.015,0.02,CDG Capital,CDG CAPITAL GESTION,1240845.08,1709.15,0.0026221930215641807,5.851203885207362e-05,0.000421439567322,0.001476594223704,0.005903055699420995,0.012739608331111308,0.02893900353986573,0.06960254829685908,0.07964953949945053,0.13371186744230792,MBI
MA0000040768,4076,FCP OBLIG CT,CDG CAPITAL GESTION,FCP,OCT,"[0,5  1,1[",MBI (CT) (75%)+MBI (MT) (25%),Quotidienne,FGP,Capitalisant,0.03,0.015,0.0055,CDG Capital,CDG CAPITAL GESTION,4053383395.59,1606.09,0.004000775150185263,7.472119653535923e-05,0.0006541893036933,0.0023465827888137,0.009135748170022912,0.018646658506110816,0.04058440506657156,0.08332209151737534,0.08995344544430417,0.14449305931647807,MBI
MA0000040776,4077,FCP LIQUIDITES,CDG CAPITAL GESTION,FCP,Monétaire,"[0  0,5[",TMP (70%)+MBI (CT) (30%),Quotidienne,FNPP,Capitalisant,0.03,0.015,0.004,CDG Capital,CDG CAPITAL GESTION,3055309219.63,3315.12,0.003031678315330847,6.636700956282237e-05,0.0004828701803519,0.0020130211639251,0.006359720354444312,0.013590487575940042,0.029386923688394236,0.06077051068731604,0.0745444291020829,0.11075297279005006,MBI+TMP
MA0000040792,4079,FCP ALLOCATION,CDG CAPITAL GESTION,FCP,Diversifié,-,MBI (Global) (70%)+Masi RB (30%),Quotidienne,FGP,Capitalisant,0.0,0.0,0.02,CDG Capital,CDG CAPITAL GESTION,1357609.07,1834.6,0.007341192490789132,-0.0013119144697089,-0.0017086203706727,1.6352605787717402e-05,0.012064675930778378,0.026550653274766984,0.047977562106922736,0.13235030891819982,-,-,MBI+Masi
MA0000041022,4102,ALPHA MONETAIRE,RED MED ASSET MANAGEMENT,FCP,Monétaire,-,MBI Monetaire,Quotidienne,FGP,Capitalisant,0.0,0.0,0.008,Credit du Maroc,RED MED ASSET MANAGEMENT,1603175497.2,148.48,0.0033788349776996893,6.735367414286324e-05,0.0006065098726329,0.0022274721565979,0.007327001356851995,0.015109044916934296,0.03311995546896737,0.0678941311852704,0.08514214718994355,0.1305870707378358,MBI
MA0000041097,4109,RMA TRESO PLUS,RMA ASSET MANAGEMENT,FCP,Monétaire,"Inférieur à 0,5",100% TMP,Quotidienne,FGP,Capitalisant,0.0,0.0,0.01,BMCE BANK,RMA ASSET MANAGEMENT,224103271.53,94.29,0.002765074976071521,0.0,0.0003182686187142,0.0018062048448788,0.006404098623118887,0.013217279174726025,0.07624700376669338,0.15636497424576892,0.2076075819672132,0.2882907501024731,TMP
MA0000041113,4111,CMR ASHOUM,CDG CAPITAL GESTION,FCP,Actions,-,MASI,Quotidienne,FNPP,Capitalisant,0.03,0.015,0.02,CDG Capital,CDG CAPITAL GESTION,1147896941.22,2607.38,0.1093912214714842,-0.0077934136521732,-0.0023187829068201,0.0208805622442786,0.10859878569363428,0.20013072015760072,0.35219316897098946,0.6096031211995876,0.30702946027099237,0.5589902420357793,MASI
MA0000041121,4112,IRGAM MONETAIRE PLUS,IRG ASSET MANAGEMENT,FCP,OCT,"]0,5 1,1]",100% MBI Court Terme,Quotidienne,FGP,Capitalisant,0.03,0.015,0.02,ATTIJARIWAFA BANK,IRG Asset Management,183975230.38,145.5,0.0016522098306485551,0.0,0.0002749896878866,0.0008254230293025,0.005042481177039371,0.010557021808584597,0.027107157983905148,0.06281957633308981,0.07056140092708413,0.12147371666409734,MBI
MA0000041154,4115,CDG OBLIG SECURITE,CDG CAPITAL GESTION,FCP,OCT,"]0,5 1,1]",80% MBI CT et 20% MBI MT,Quotidienne,FNPP,Capitalisant,0.03,0.015,0.02,CDG CAPITAL GESTION,CDG CAPITAL,62334888.41,1636.42,0.0035200039247430576,7.333618529616711e-05,0.0005747548120429,0.0020329434817219,0.008504763900358791,0.01615747640337803,0.03365463572394101,0.07563676997403633,0.08732225913621268,0.12879127549647862,MBI
MA0000041162,4116,AL BARID TRESORERIE,CDG CAPITAL GESTION,FCP,Monétaire,[1.1  5.1[,MBI MT,Quotidienne,FGP,Capitalisant,0.03,0.015,0.02,CDG Capital,AL BARID BANK,636222.65,730.88,0.002441366067754729,4.10480946842344e-05,0.0003695542081274,0.0017131970998999,0.005461473910112706,0.01085708753440386,0.023512442409220076,0.18194608405970533,0.19518576661433806,0.23182714509632069,MBI
MA0000041196,4119,CDG SERENITE,CDG CAPITAL GESTION,FCP,Monétaire,-,60% TMP + 40% MBI (CT),Quotidienne,FGP,Capitalisant ,0.03,0.015,0.02,CDG Capital,CDG CAPITAL GESTION + CDG CAPITAL+ CDG CAPITAL BOURSE,532523.57,1311.55,0.0024381668653887727,6.100025162598248e-05,0.0003890041493775,0.0015884289063513,0.005597086448150243,0.01077398521852387,0.024800556332580624,0.050551087757521304,0.062130009798919715,0.09043216548329702,MBI+TMP
MA0000041238,4123,RMA RENDEMENT CT,RMA ASSET MANAGEMENT,FCP,OCT,"]0,5 1,1]",MBI CT,Quotidienne,FGP,Capitalisant,0.03,0.02,0.02,BMCE BANK,RMA ASSET MANAGEMENT + RMA,1193867.0,119.39,0.0020983716635890547,8.376612497910132e-05,0.0002513404825737,0.0010900553412711,0.005220173444472548,0.011436801084378128,0.02665749419554557,0.05598797098885546,0.05992542613636364,0.09251464128843337,MBI
MA0000041261,4126,ALPHA SECURE FUND,RED MED ASSET MANAGEMENT,FCP,OMLT,[2   6[,MBI,Quotidienne,FGP,Capitalisant,0.02,0.02,0.02,BCP,RED MED ASSET MANAGEMENT,1989633126.32,1401.53,0.011037129480677777,0.0002140976142388,0.0006068481023502,0.0052430749809929,0.01981372335006914,0.044670542635658964,0.07776009104820779,0.27548643089860037,0.12147521044714012,0.18894638615541232,MBI
MA0000041279,4127,CIMR CASH DYNAMIQUE,WAFA GESTION,FCP,Monétaire,"Inférieur à 0,5",TMP,Quotidienne,FNPP,Capitalisant,0.03,0.015,0.02,ATTIJARIWAFA BANK,WAFA GESTION,328558353.72,175.87,0.002793933173680061,5.68634140793296e-05,0.000455088457819,0.0017657780815675,0.006524351857151118,0.013426299412239325,0.029683840749414478,0.06227349601352985,0.07211655693733243,0.1071451054453888,TMP
MA0000041295,4129,CDG OPTIMUM,CDG CAPITAL GESTION,FCP,Monétaire,"]0  0,5[",50% TMP + 50% MBI Court terme,Quotidienne,FGP,Capitalisant,0.03,0.015,0.02,CDG Capital,CDG CAPITAL GESTION,33005377.16,2963.57,0.002954474692369136,6.411597567644196e-05,0.0004658715342365,0.0018830290736985,0.006568780292300583,0.01416408297914582,0.029668054117532722,0.06009887106697771,0.0774541633794214,0.10281399779702895,MBI+TMP
MA0000041303,4130,CDM MONETAIRE PLUS,WAFA GESTION,FCP,Monétaire,"]0  0,5]",TMP sur le marché interbancaire,Quotidienne,FGP,Capitalisant,0.0,0.0,0.0065,CREDIT DU MAROC,CREDIT DU MAROC,2493696292.41,1235.95,0.0032305981476821823,7.282378262921814e-05,0.0005180885769564,0.0020512072124661,0.007277794982966915,0.015596111654354683,0.03406875664098125,0.06905917257008429,0.08634889383058952,0.1283504966403741,TMP
MA0000041311,4131,CAM MONETAIRE,MAROGEST,FCP,Monétaire,"]0  0,5]",30% MBI court terme + 70% TMP Interbancaire,Quotidienne,FGP,Capitalisant,0.0,0.0,0.01,CDG Capital,MAROGEST + Réseau CAM,785813960.51,137.14,0.0029986104000584847,7.292350324502957e-05,0.0005106879696504,0.0018262838775659,0.00697554886555539,0.014424143797618083,0.03268072289156607,0.06516504854368921,0.08103421094119491,0.1242826692900474,MBI+TMP
MA0000041329,4132,CAM OBLIGATIONS,MAROGEST,FCP,OMLT,[2.5  6.5[,100% MBI Global,Quotidienne,FGP,Capitalisant,0.01,0.005,0.015,CDG Capital,MAROGEST + Réseau CAM,1435261964.04,134.96,0.008971291866028836,0.0,0.0005189413596265,0.0038678964593871,0.01565322095123429,0.04039469626888691,0.07752495009980047,0.154985023534446,-0.017114558298740035,0.042484164993048044,MBI
MA0000041337,4133,CAM ACTIONS,MAROGEST,FCP,Actions,-,100% CFG 25 flottant,Quotidienne,FGP,Capitalisant,0.02,0.015,0.02,CDG Capital,MAROGEST + Réseau CAM,827266.98,146.01,0.10296117238253509,-0.0080842391304347,-0.0029363561868342,0.0184138941201087,0.09288922155688621,0.15816609819941302,0.27108905719508997,0.4356932153392329,0.1804511278195488,0.24730907227063034,CFG
MA0000041386,4138,WG MONETAIRE,WAFA GESTION,FCP,Monétaire,"]0  0,5]",TMP sur le marché interbancaire,Quotidienne,FGP,Capitalisant,0.01,0.01,0.01,ATTIJARIWAFA BANK,WAFA GESTION,2435427721.94,1185.08,0.003233835057480941,7.595000801687621e-05,0.0005741303613642,0.0020292894104913,0.008226916565283472,0.016032510845521885,0.03312759354186282,0.06675548194289405,0.08234391553720806,0.11550589719212709,TMP
MA0000041394,4139,FCP ALPHA BANQUES FUND,RED MED ASSET MANAGEMENT,FCP,OCT,"]0,5 1,1]",MBI CT,Quotidienne,FGP,Capitalisant,0.01,0.01,0.01,BCP,RED MED ASSET MANAGEMENT,3234938780.67,1265.17,0.0040872367105284765,8.695239751484304e-05,0.0006406403239585,0.0025039421240719,0.009285776965848523,0.018803047140487462,0.04172087278715527,0.08431680079534459,0.09362412046401482,0.15214461342318567,MBI
MA0000041402,4140,IRGAM SECURIPLUS,IRG ASSET MANAGEMENT,FCP,OCT,"]0,5 1,1]",100% MBI CT,Quotidienne,FGP,Capitalisant,0.03,0.015,0.02,BCP,IRG Asset Management,643824.32,123.43,0.002192270217603201,8.102414519530964e-05,0.0004863418983545,0.0012167423750811,0.005703576957549115,0.012219124159422742,0.028154935443565263,0.06148950808393538,0.07265142956461297,0.10838721264367823,MBI
MA0000041501,4150,LIBERIS SERENITE,WAFA GESTION,FCP,OMLT,"]1,1 10]",100% MBI Global,Quotidienne,FNPP,Mixte,0.03,0.015,0.02,CREDIT DU MAROC,CREDIT DU MAROC,1894500732.59,1123.91,0.010428747381575978,-4.448556888128015e-05,0.0004539789923448,0.0044596575269013,0.018652624328169998,0.04991218892459494,0.09291815974247879,0.1538556987969022,0.07502485617021913,0.15377601105748773,MBI
MA0000041519,4151,CDM OBLIGATIONS,WAFA GESTION,FCP,OMLT,"]1,1 5]",100% MBI Global,Quotidienne,FGP,Capitalisant,0.03,0.015,0.02,CREDIT DU MAROC,CREDIT DU MAROC,152461040.28,1199.22,0.006732706514439205,-0.0001584112188493,0.0006341471555162,0.0026420079260238,0.014559944501315586,0.037459339746695235,0.07415601515545082,0.15369518788601771,0.10341083702142939,0.1691608739312281,MBI
MA0000041592,4159,FCP ALIF VI,CDG CAPITAL GESTION,FCP,OMLT,"]1,1 10]",50% MBI MLT + 50% MBI MT,Quotidienne,FNPP,Capitalisant,0.03,0.015,0.02,CDG Capital,CDG CAPITAL GESTION,1246103507.77,1165.8,0.005736962429366228,0.000223072567222,0.0006265717939694,0.0038403912721511,0.014400696106156149,0.04194410431953673,0.08050494003373672,0.164542294322132,0.11813394972329573,-,MBI
MA0000041600,4160,FCP MONETAIRE PREMIUM,CDG CAPITAL GESTION,FCP,Monétaire,"]0  0,5]",50% MONIA + 50% MBI CT,Quotidienne,FGP,Capitalisant,0.03,0.015,0.02,BCP,CDG CAPITAL GESTION,462327487.28,1100.24,0.00322786541442506,8.180702631451906e-05,0.0005183373193775,0.0021039592688057,0.0074166315673813875,0.01564677971734258,0.03313770599558661,0.06580387674245146,0.08243396133602239,-,MBI+MONIA
MA0000041618,4161,FCP TRESORERIE PLUS,CDG CAPITAL GESTION,FCP,OCT,"]0,5 1,1]",MBI CT,Quotidienne,FGP,Capitalisant,0.03,0.015,0.02,BCP,CDG CAPITAL GESTION,1080863.67,1080.86,0.002504266528158917,6.4767438632793e-05,0.0004535483214084,0.0012691178241576,0.006031385543289888,0.013341083599748544,0.029665053538086225,0.05625971132328073,0.0641318473595084,-,MBI
MA0000041667,4166,R-MIXT OPTIMUM,WAFA GESTION,FCP,Diversifié,-,45% MBI MLT + 30% MBI MT + 25% MASI Rentabilité ,Quotidienne,FNPP,Capitalisant,0.03,0.015,0.02,CDG,WAFA GESTION,5439477442.81,1137.28,0.03754116756224158,-0.0017993030991898,0.0004222378606615,0.0097308047446551,0.04066469016507454,0.07994568365476841,0.14495117285814962,0.269625792623024,0.14228320041783007,-,MBI+MASI
MA0000041683,4168,SG CASH PLUS,SOGECAPITAL GESTION,FCP,Monétaire,"[0  0,5[",TMP,Quotidienne,FGP,Capitalisant,0.03,0.015,0.005,SOCIETE GENERALE,SGMB et Gestar,4197307372.89,16218.53,0.003289131822613296,7.337824822076304e-05,0.000521280585907,0.0021013907116182,0.007451593526630064,0.015431957701109212,0.03381295468467447,0.0682074749686161,0.08527617830388487,0.1268384868980994,TMP
MA0000041691,4169,SG CASH GARANTI,SOGECAPITAL GESTION,FCP,Contractuel,-,TMP,Quotidienne,FGP,Capitalisant,0.03,0.015,0.005,SOCIETE GENERALE,SGMB ET GESTAR,3840754610.33,138751.12,0.0027420346790563654,5.989499563975727e-05,0.0004193435629321,0.0019133321274365,0.005669903025211774,0.01202885969374316,0.025299154014946586,0.052178613973077013,0.06645953051256355,0.09291446625048295,TMP
MA0000041717,4171,SG COURT TERME OBLIG,SOGECAPITAL GESTION,FCP,OCT,[0.5  1.1[,MBI Court terme,Quotidienne,FGP,Capitalisant,0.03,0.015,0.02,SOCIETE GENERALE,SOGECAPITAL GESTION + SGMB,6311299601.71,1474.11,0.0037040315387390135,7.462686567157392e-05,0.0005769517939806,0.0021073955989421,0.008469416376485316,0.01755391114669895,0.03917408039251621,0.08078919584726364,0.09109278777830408,0.1439003003096214,MBI
MA0000041741,4174,FCP HORIZON PREMIUM,SOGECAPITAL GESTION,FCP,Monétaire,"]0 0,5]",40% MBI CT et 60 % TMP,Quotidienne,FGP,Capitalisant,0.0,0.0,0.02,SOCIETE GENERALE,SOGECAPITAL GESTION + SGMB,95276814.84,1118.02,0.002699527358499019,6.261460709328354e-05,0.0004474192855608,0.0018190127151676,0.0059111970848890515,0.012121705910576276,0.026855746799169723,0.05731929904199875,0.07378025355359194,0.1035088585105858,MBI+TMP
MA0000041766,4176,SG TRESOR PLUS,SOGECAPITAL GESTION,FCP,OCT,"[0,5  1,1[",MBI (CT) ,Quotidienne,FGP,Capitalisant,0.0,0.0,0.0075,SOCIETE GENERALE,SGMB + SOGECAPITAL GESTION,823198201.63,208.16,0.0033741444133808377,9.60891707505056e-05,0.0005768121515093,0.001877075612456,0.007794722827402494,0.01650551811700359,0.037376657031795074,0.07598469967952025,-,-,MBI
MA0000041816,4181,BMCI PREMIUM MONEY MARKET,CIH CAPITAL MANAGEMENT,FCP,Monétaire,"[0  0,5[",TMI (jj),Quotidienne,FGP,Capitalisant,0.0,0.0,0.02,BMCI,BMCI ASSET MANAGEMENT + BMCI,472931349.19,14187.48,0.0027706548075100935,6.203036668399755e-05,0.0004343742331461,0.0017645202220795,0.006268485222460951,0.012822800913201515,0.02844865143461079,0.05598770996042499,0.06804319906772391,0.09766632908140967,TMI
MA0000041840,4184,BMCI PREMIUM SHORT TERM BOND,CIH CAPITAL MANAGEMENT,FCP,OCT,"]0,5 1,1]",MBI CT,Quotidienne,FGP,Capitalisant,0.0,0.0,0.02,BMCI,BMCI ASSET MANAGEMENT + BMCI,486469286.83,121.5,0.00363456137452501,8.231130134171633e-05,0.0005764638063081,0.0019792182088074,0.008131430467972154,0.016736401673640166,0.037663335895465,0.073321554770318,0.08,0.12489584297750203,MBI
MA0000041899,4189,BMCI MONETAIRE PLUS,CIH CAPITAL MANAGEMENT,FCP,Monétaire,"[0  0,5]",TMP interbancaire,Quotidienne,FGP,Capitalisant,0.0,0.0,0.02,BMCI,BMCI,269400967.67,140763.74,0.00357036551705193,6.216475877693573e-05,0.0004328270843715,0.0017674933519731,0.007528130911044984,0.014644047154465984,0.030320450717354973,0.05711522302353202,0.06878174949517793,0.09925451657748267,TMP
MA0000041931,4193,HORIZON TREASURY FUND,SOGECAPITAL GESTION,FCP,Monétaire,"[0  0,5]",75% MONIA + 25% MBI CT,Quotidienne,FGP,Capitalisant,0.02,0.02,0.02,SOCIETE GENERALE,SOGECAPITAL GESTION + SGMB,522852405.25,1142.39,0.0026945897552927743,5.25242267997626e-05,0.0004115875017514,0.0018767814075861,0.005961501206389646,0.012559607168814657,0.027162869319714466,0.05570598183179178,0.08916262263197557,-,MBI+MONIA
MA0000041964,4196,SG SOCIAL IMPACT FUND,SOGECAPITAL GESTION,FCP,Monétaire,"]0 0,5]",MONIA,Quotidienne,FGP,Mixte,0.02,0.06,0.005,SOCIETE GENERALE,SOGECAPITAL GESTION + SGMB,75037479.81,1041.51,0.003130237127501467,7.681745292522623e-05,0.0004995244911093,0.0021360736656754,0.0068832838677856676,0.014227286006426941,0.03128109394990731,0.06444725750068787,0.08258775702697015,-,MONIA
MA0000041972,4197,WINEO AL AMINE,WINEO GESTION,FCP,Actions,-,-,Quotidienne,FGP,Mixte,0.005,0.005,0.02,ATTIJARIWAFA BANK,WINEO GESTION,47844215.86,124.35,0.10927743086529884,0.0008853831294269,0.0026608611514271,0.0289615225486139,0.11344914040114601,0.17878471893070433,0.2949078412995938,0.4265228863140988,0.18079954420282965,-,
MA0000041998,4199,WINEO CASH,WINEO GESTION,FCP,Monétaire,"[0  0,5[",-,Quotidienne,FGP,Capitalisant,0.0,0.0,0.0065,CIH,WINEO GESTION,319983372.49,1491.97,0.0032883234257740676,7.37334602443442e-05,0.0005096532346215,0.0020888465000068,0.007162337311659643,0.015014626845363586,0.032469464724404054,0.06474219446922393,0.08045652378572939,0.12289640846554471,
MA0000042020,4202,WINEO OBLIG CT,WINEO GESTION,FCP,OCT,[0.5  1.1[,MBI (CT),Quotidienne,FGP,Capitalisant,0.0,0.0,0.02,CIH,WINEO GESTION,188347808.75,1304.56,0.0037393244594905745,8.43267277395837e-05,0.0006059350959141,0.0022202247881566,0.008597229094507585,0.017970706889421217,0.039597727254616064,0.07977288152427608,0.09221211968989122,0.14327780066078333,MBI
MA0000042046,4204,ATLAS TRESORERIE,ATLAS CAPITAL MANAGEMENT,FCP,Monétaire,"[0  0,5]",MONIA,Quotidienne,FGP,Capitalisant,0.03,0.03,0.02,CIH,CIH BANK + ATLAS CAPITAL MANAGEMENT + ATLAS CAPITAL BOURSE + ATLAS PORTFOLIO MANAGEMENT,40394277.25,121.98,0.0028775795445203367,8.19873739444545e-05,0.0004921259842519,0.0018068331143232,0.006601749463607832,0.014133688061190579,0.03128170443016573,0.0649554740701938,0.08071232391246566,0.11805682859761696,MONIA
MA0000042053,4205,ATLAS MONEBANQUES,ATLAS CAPITAL MANAGEMENT,FCP,Monétaire,"[0   0,5]",MONIA,Quotidienne,FGP,Capitalisant ,0.03,0.03,0.01,CIH,Atlas Capital Management+Atlas Capital Bourse+Atlas Portfolio Management+CIH,710339089.05,118.87,0.0031223628691983505,8.413259296655827e-05,0.0005050079959599,0.0019386378961564,0.007031514740765827,0.014422256357740209,0.03221604723862459,0.0654297750291298,0.08053813289700935,0.1221561408477296,MONIA
MA0000042061,4206,ATLAS OBLIGBANCAIRES,ATLAS CAPITAL MANAGEMENT,FCP,OCT,"]0,5 1,1]",MBI CT,Quotidienne,FGP,Capitalisant ,0.03,0.03,0.01,CIH,Atlas Capital Management+Atlas Capital Bourse+Atlas Portfolio Management+CIH,884176543.5,120.49,0.003247293921731895,8.300132802117285e-05,0.0004982147305487,0.0019125228671211,0.007609968222110693,0.015935919055649245,0.035849381017881723,0.07493978053349978,0.08774939062923173,0.135626767200754,MBI
MA0000042111,4211,ATTIJARI MIXED DISTRIBUTION,WAFA GESTION,FCP,Diversifié,-,70% MBI MT + 30% MASI,Quotidienne,FGP,Distribuant,0.02,0.02,0.02,ATTIJARIWAFA BANK,WAFA GESTION;ATTIJARIWAFA BANK,1330217.54,133.02,0.07326125544618305,-0.0004508566275925,0.0033944331296674,0.0128683469123575,0.06886299718762491,0.10702396804260814,0.2123360352768364,0.308043657797959,-,-,MBI+MASI
MA0000042129,4212,ATTIJARI FIXED INCOME DISTRIBUTION,WAFA GESTION,FCP,OMLT,"]1,1 5,1]",100% MBI MT,Quotidienne,FGP,Distribuant,0.03,0.03,0.02,ATTIJARIWAFA BANK,WAFA GESTION;ATTIJARIWAFA BANK,1069850.12,106.99,9.347541596548391e-05,9.347541596561638e-05,0.0003740065451144,-0.0015864128406121,0.005261674339941409,0.02118927173809251,0.04457649975019087,0.08240972850425975,-,-,MBI
MA0000042145,4214,ATTIJARI CASH GARANTI,WAFA GESTION,FCP,Contractuel,-,100% MONIA,Quotidienne,FGP,Capitalisant ,0.0,0.0,0.01,ATTIJARIWAFA BANK ,WAFA GESTION;ATTIJARIWAFA BANK,3064053836.02,1058.75,0.002737105298050973,5.667381386425245e-05,0.0004157571977965,0.0018831144252242,0.005651595744680895,0.012208646436834338,0.026069680670640204,0.05375520035033938,-,-,MONIA
MA0000042152,4215,EMERGENCE MONETAIRE PLUS,VALORIS MANAGEMENT,FCP,OCT,"]0,5 1,1]",MBI CT,Quotidienne,FGP,Capitalisant,0.03,0.015,0.02,BMCE BANK,VALORIS MANAGEMENT;VALORIS GROUP,4410782807.49,1301.67,0.0040263797292606944,7.683028957346622e-05,0.0007534462477608,0.0022328818805485,0.008944835016626202,0.01840159605680083,0.04125269978401741,0.08260489873996771,0.09455777736667735,0.15256293331680512,MBI
MA0000042160,4216,EMERGENCE EQUITY FUND,VALORIS MANAGEMENT,FCP,Actions,-,MASI,Quotidienne,FGP,Capitalisant,0.03,0.015,0.02,BMCE BANK,VALORIS MANAGEMENT;VALORIS GROUP,1783595956.14,639.51,0.11504193329032487,-0.0018885004370084,0.0030113395755892,0.0228395950290292,0.1121332800027825,0.20865226512445423,0.38620106645857727,0.5775179456819359,-,-,MASI
MA0000042178,4217,EMERGENCE MONETAIRE,VALORIS MANAGEMENT,FCP,Monétaire,"]0  0,5]",TMP au jour le jour,Quotidienne,FGP,Capitalisant,0.0,0.0,0.02,BMCE BANK,VALORIS MANAGEMENT+ CAPITAL GESTION GROUP,3315987730.3,1268.68,0.0032977200654799666,7.094490733818296e-05,0.0005362776025237,0.002077327119782,0.007584602066506202,0.0158216699228133,0.0343483755248462,0.07026379503791998,0.0866731192558395,0.13187077894849553,TMP
MA0000042186,4218,EMERGENCE RENDEMENT BANQUES,VALORIS MANAGEMENT,FCP,OMLT,"]1,1  5,1]",50 % MBI MT + 50% MBI MLT,Quotidienne,FGP,Capitalisant,0.03,0.015,0.02,BMCE Bank,"VALORIS MANAGEMENT,VALORIS GROUP",4013403162.35,1392.88,0.012480828081499787,-7.179317821214098e-06,0.0006249955100898,0.0040728646295135,0.019222748260293875,0.046224105037030505,0.08344741754822667,0.1518639806820814,-,-,MBI
